,state,action_space,reward,Q,action
465,"[0, 3]",l,0,0.00535299739750499,2
466,"[1, 3]",l,0,0.04809163862431744,2
467,"[2, 3]",u,1,0.310550914130922,0
468,"[0, 0]",l,0,2.9175277130896506e-09,2
469,"[1, 0]",d,0,6.690098421388752e-08,1
470,"[1, 1]",r,0,1.504235300551797e-06,3
471,"[0, 1]",d,0,2.6494034375096944e-05,1
472,"[0, 2]",d,0,0.0004332596019978247,1
473,"[0, 3]",l,0,0.0057322921711487965,2
474,"[1, 3]",l,0,0.05040568046525256,2
475,"[2, 3]",u,1,0.31744540498961277,0
476,"[0, 0]",l,0,3.4904612938837417e-09,2
477,"[1, 0]",d,0,7.977009207671482e-08,1
478,"[1, 1]",r,0,1.7276392569221515e-06,3
479,"[0, 1]",d,0,3.0128430449326397e-05,1
480,"[0, 2]",d,0,0.0004805176355181856,1
481,"[0, 3]",l,0,0.006128620373624581,2
482,"[1, 3]",l,0,0.05275863230550655,2
483,"[2, 3]",u,1,0.32427095093971664,0
484,"[0, 0]",u,0,3.593508599113764e-11,0
485,"[0, 0]",r,0,3.4575106646029206e-11,3
486,"[0, 0]",l,0,4.1734875096353375e-09,2
487,"[1, 0]",d,0,9.452114446824704e-08,1
488,"[1, 1]",r,0,1.9815187383968675e-06,3
489,"[0, 1]",d,0,3.4151804864496806e-05,1
490,"[0, 2]",d,0,0.000530870042525625,1
491,"[0, 3]",l,0,0.006542161860637895,2
492,"[1, 3]",l,0,0.055149484540908934,2
493,"[2, 3]",u,1,0.33102824143031945,0
494,"[0, 0]",l,0,4.982442934753208e-09,2
495,"[1, 0]",d,0,1.1140960166913637e-07,1
496,"[1, 1]",r,0,2.2690697947933704e-06,3
497,"[0, 1]",d,0,3.858811719858247e-05,1
498,"[0, 2]",d,0,0.0005844407988461098,1
499,"[0, 3]",l,0,0.006973085602899696,2
500,"[1, 3]",l,0,0.05757724386837272,2
501,"[2, 3]",u,1,0.33771795901601626,0
502,"[0, 0]",l,0,5.935304920427903e-09,2
503,"[1, 0]",d,0,1.3071713380558535e-07,1
504,"[1, 1]",r,0,2.593672151632679e-06,3
505,"[0, 1]",d,0,4.346220321621163e-05,1
506,"[0, 2]",d,0,0.0006413541612837459,1
507,"[0, 3]",l,0,0.007421549941686053,2
508,"[1, 3]",l,0,0.06004093306083314,2
509,"[2, 3]",u,1,0.3443407794258561,0
510,"[0, 0]",d,0,3.911598289459047e-07,1
511,"[0, 1]",d,0,4.879976863560323e-05,1
512,"[0, 2]",d,0,0.000701734569146083,1
513,"[0, 3]",l,0,0.007887702839816692,2
514,"[1, 3]",l,0,0.06253959074505752,2
515,"[2, 3]",u,1,0.35089737163159757,0
516,"[0, 0]",d,0,8.264461483768748e-07,1
517,"[0, 1]",d,0,5.462738207156195e-05,1
518,"[0, 2]",d,0,0.0007657065490129723,1
519,"[0, 3]",l,0,0.008371682128124043,2
520,"[1, 3]",l,0,0.06507227118229132,2
521,"[2, 3]",u,1,0.3573883979152816,0
522,"[0, 0]",d,0,1.3098281255371635e-06,1
523,"[0, 1]",d,0,6.097246719196308e-05,1
524,"[0, 2]",d,0,0.0008333946226759591,1
525,"[0, 3]",l,0,0.008873615747483424,2
526,"[1, 3]",l,0,0.06763804405170594,2
527,"[2, 3]",u,1,0.3638145139361288,0
528,"[0, 0]",d,0,1.8454820490094596e-06,1
529,"[0, 1]",d,0,6.786329412412708e-05,1
530,"[0, 2]",r,0,7.804602570359286e-06,3
531,"[0, 2]",d,0,0.0009049232181765504,1
532,"[0, 3]",l,0,0.009393621986473944,2
533,"[1, 3]",l,0,0.07023599423661404,2
534,"[2, 3]",u,1,0.3701763687967675,0
535,"[0, 0]",d,0,2.437796875636509e-06,1
536,"[0, 1]",d,0,7.532897014647476e-05,1
537,"[0, 2]",d,0,0.0009804165838730504,1
538,"[0, 3]",r,0,8.45425978782655e-05,3
539,"[0, 3]",l,0,0.009931809714738732,2
540,"[1, 3]",l,0,0.07286522161341881,2
541,"[2, 3]",u,1,0.3764746051087998,0
542,"[0, 0]",d,0,3.0913796381984164e-06,1
543,"[0, 1]",d,0,8.339942969986746e-05,1
544,"[0, 2]",d,0,0.0010599987054669684,1
545,"[0, 3]",l,0,0.010488278612112113,2
546,"[1, 3]",d,0,0.000783620860582686,1
547,"[1, 3]",l,0,0.07552484084326382,2
548,"[2, 3]",u,1,0.3827098590577118,0
549,"[0, 0]",d,0,3.8110607091152396e-06,1
550,"[0, 1]",d,0,9.21054237520715e-05,1
551,"[0, 2]",d,0,0.0011437932259213079,1
552,"[0, 3]",l,0,0.011063119393580366,2
553,"[1, 3]",l,0,0.07821398116635059,2
554,"[2, 3]",u,1,0.3888827604671347,0
555,"[0, 0]",d,0,4.601898915792731e-06,1
556,"[0, 1]",d,0,0.00010147850854784256,1
557,"[0, 2]",d,0,0.0012319233682043182,1
558,"[0, 3]",l,0,0.011656414030141718,2
559,"[1, 3]",l,0,0.0809317861988913,2
560,"[2, 3]",u,1,0.39499393286246337,0
561,"[0, 0]",d,0,5.469186503565387e-06,1
562,"[0, 1]",d,0,0.00011155103377620299,1
563,"[0, 2]",d,0,0.0013245118607935504,1
564,"[0, 3]",l,0,0.012268235965630323,2
565,"[1, 3]",l,0,0.08367741373266456,2
566,"[2, 3]",l,0,0.0,2
567,"[3, 3]",u,-1,-0.01,0
568,"[0, 0]",d,0,6.41845394251556e-06,1
569,"[0, 1]",d,0,0.00012235613018558291,1
570,"[0, 2]",d,0,0.0014216808658762878,1
571,"[0, 3]",l,0,0.012898650329568,2
572,"[1, 3]",l,0,0.08639558499110009,2
573,"[2, 3]",u,1,0.40104399353383874,0
574,"[0, 0]",d,0,7.45547457476065e-06,1
575,"[0, 1]",l,0,3.2144379526687513e-08,2
576,"[1, 1]",r,0,3.6689406017865988e-06,3
577,"[0, 1]",d,0,0.00013392769667661366,1
578,"[0, 2]",d,0,0.001523551910183637,1
579,"[0, 3]",l,0,0.013547224091192222,2
580,"[1, 3]",l,0,0.08914102508299364,2
581,"[2, 3]",u,1,0.40703355359850035,0
582,"[0, 0]",d,0,8.586269099102566e-06,1
583,"[0, 1]",d,0,0.00014630038690150026,1
584,"[0, 2]",d,0,0.0016302414079025305,1
585,"[0, 3]",l,0,0.014214021076027242,2
586,"[1, 3]",l,0,0.0919129168145502,2
587,"[2, 3]",u,1,0.41296321806251535,0
588,"[0, 0]",d,0,9.817109890225044e-06,1
589,"[0, 1]",l,0,6.484340114750003e-08,2
590,"[1, 1]",r,0,4.948954677882235e-06,3
591,"[0, 1]",d,0,0.00015950955570360803,1
592,"[0, 2]",d,0,0.0017418651835077504,1
593,"[0, 3]",l,0,0.014899097116597922,2
594,"[1, 3]",l,0,0.09471045660896733,2
595,"[2, 3]",u,1,0.4188335858818902,0
596,"[0, 0]",d,0,1.1154524792655265e-05,1
597,"[0, 1]",d,0,0.0001735912467981417,1
598,"[0, 2]",d,0,0.0018585384057220543,1
599,"[0, 3]",l,0,0.015602500254912648,2
600,"[1, 3]",u,-1,-0.01,0
601,"[0, 0]",d,0,1.2605300765911988e-05,1
602,"[0, 1]",r,0,1.5623212211832753e-06,3
603,"[0, 1]",d,0,0.00018858217998165877,1
604,"[0, 2]",d,0,0.0019803755239590475,1
605,"[0, 3]",l,0,0.01629886936184423,2
606,"[1, 3]",l,0,0.09753285431581467,2
607,"[2, 3]",u,1,0.4246452500230713,0
608,"[0, 0]",d,0,1.4176487378087798e-05,1
609,"[0, 1]",d,0,0.0002045197378974736,1
610,"[0, 2]",d,0,0.002107261592976055,1
611,"[0, 3]",l,0,0.01701367635706812,2
612,"[1, 3]",l,0,0.10037933302286417,2
613,"[2, 3]",u,1,0.4303987975228406,0
614,"[0, 0]",l,0,7.052406075473893e-09,2
615,"[1, 0]",d,0,1.739505545684696e-07,1
616,"[1, 1]",r,0,6.740142772180675e-06,3
617,"[0, 1]",d,0,0.00022143989485528336,1
618,"[0, 2]",d,0,0.0022393120642599075,1
619,"[0, 3]",l,0,0.017746953590703215,2
620,"[1, 3]",l,0,0.1032491288703411,2
621,"[2, 3]",u,1,0.4360948095476122,0
622,"[0, 0]",d,0,1.602768155800447e-05,1
623,"[0, 1]",d,0,0.00023937930448506968,1
624,"[0, 2]",d,0,0.0023766415259336374,1
625,"[0, 3]",l,0,0.018498726214629252,2
626,"[1, 3]",l,0,0.1061414908675662,2
627,"[2, 3]",u,1,0.44173386145213606,0
628,"[0, 0]",d,0,1.802181848279005e-05,1
629,"[0, 1]",d,0,0.00025837528517362173,1
630,"[0, 2]",r,0,2.9116330278058433e-05,3
631,"[0, 2]",l,-1,-0.03940399,2
632,"[0, 0]",d,0,2.0166977864524746e-05,1
633,"[0, 1]",d,0,0.00027718130605528825,1
634,"[0, 2]",l,-1,-0.0490099501,2
635,"[0, 0]",d,0,2.2459939840377093e-05,1
636,"[0, 1]",d,0,0.00029579926672813813,1
637,"[0, 2]",d,0,0.0025193636466059642,1
638,"[0, 3]",l,0,0.019269012370291057,2
639,"[1, 3]",u,-1,-0.0199,0
640,"[0, 0]",u,0,2.0217503429852505e-07,0
641,"[0, 0]",d,0,2.4897533842526566e-05,1
642,"[0, 1]",d,0,0.00031551554688031045,1
643,"[0, 2]",d,0,0.0026675911214725243,1
644,"[0, 3]",l,0,0.020031595664396242,2
645,"[1, 3]",l,0,0.10905568071195977,2
646,"[2, 3]",u,1,0.4473165228376147,0
647,"[0, 0]",d,0,2.7488198426024094e-05,1
648,"[0, 1]",d,0,0.0003363687115047601,1
649,"[0, 2]",d,0,0.002821199571237365,1
650,"[0, 3]",l,0,0.020812780834159918,2
651,"[1, 3]",l,0,0.1119909726103787,2
652,"[2, 3]",u,1,0.45284335760923855,0
653,"[0, 0]",d,0,3.0240634845306694e-05,1
654,"[0, 1]",d,0,0.0003583958205308488,1
655,"[0, 2]",d,0,0.0029803026030324306,1
656,"[0, 3]",l,0,0.021612571779311727,2
657,"[1, 3]",l,0,0.11494665310275806,2
658,"[2, 3]",l,0,0.0,2
659,"[3, 3]",r,0,0.004075590218483147,3
660,"[2, 3]",u,1,0.45831492403314616,0
661,"[0, 0]",d,0,3.3163790881631263e-05,1
662,"[0, 1]",d,0,0.0003816345857528322,1
663,"[0, 2]",d,0,0.003145012723015912,1
664,"[0, 3]",l,0,0.022430965939443433,2
665,"[1, 3]",l,0,0.11792202088802879,2
666,"[2, 3]",u,1,0.4637317747928147,0
667,"[0, 0]",l,0,8.547437005835381e-09,2
668,"[1, 0]",d,0,2.32872333972411e-07,1
669,"[1, 1]",r,0,1.0107452616234358e-05,3
670,"[0, 1]",d,0,0.0004061233544024471,1
671,"[0, 2]",d,0,0.0033154412892407435,1
672,"[0, 3]",l,0,0.02326795446804126,2
673,"[1, 3]",l,0,0.12091638665228384,2
674,"[2, 3]",u,1,0.46909445704488656,0
675,"[0, 0]",d,0,3.6487263162436976e-05,1
676,"[0, 1]",d,0,0.0004319010924615893,1
677,"[0, 2]",r,0,5.866413857844454e-05,3
678,"[0, 2]",r,0,8.791646879582679e-05,3
679,"[0, 2]",d,0,0.0034916984665607073,1
680,"[0, 3]",l,0,0.0241235224032314,2
681,"[1, 3]",l,0,0.12392907289916498,2
682,"[2, 3]",d,0,0.007211832687040062,1
683,"[2, 3]",u,1,0.4744035124744377,0
684,"[0, 0]",d,0,4.000950036296691e-05,1
685,"[0, 1]",d,0,0.0004590073677360198,1
686,"[0, 2]",d,0,0.003673893183524183,1
687,"[0, 3]",l,0,0.024997648835291573,2
688,"[1, 3]",l,0,0.12695941378244327,2
689,"[2, 3]",u,1,0.47965947734969333,0
690,"[0, 0]",d,0,4.374047166896142e-05,1
691,"[0, 1]",u,0,3.936652774411891e-07,0
692,"[0, 0]",d,0,4.7434133261895985e-05,1
693,"[0, 1]",d,0,0.0004874823327103772,1
694,"[0, 2]",d,0,0.003862133091206565,1
695,"[0, 3]",l,0,0.025890307070980646,2
696,"[1, 3]",l,0,0.13000675494076608,2
697,"[2, 3]",u,1,0.4848628825761964,0
698,"[0, 0]",d,0,5.134713292367042e-05,1
699,"[0, 1]",l,0,1.5516204068213428e-07,2
700,"[1, 1]",r,0,1.439371908446541e-05,3
701,"[0, 1]",d,0,0.0005173667072041325,1
702,"[0, 2]",d,0,0.004056524523933325,1
703,"[0, 3]",l,0,0.026801464794737734,2
704,"[1, 3]",u,-1,-0.029701,0
705,"[0, 0]",d,0,5.5489961959270904e-05,1
706,"[0, 1]",d,0,0.0005487017608474911,1
707,"[0, 2]",d,0,0.004257172461846631,1
